book_a;book_b;count
0312099436;0060928336;2
0312099436;0060935464;2
0312099436;0060958022;2
0802135196;087113795X;2
0802135196;0786868716;2
0802135196;0451161343;2
0802135196;0451184963;2
0802135196;0451169530;2
0802135196;0451169522;2
0156711427;0156001314;2
0156711427;0156006529;2
0156711427;0156628708;2
0156711427;0312924585;2
0156711427;0345361792;2
0151002290;0671776134;2
0151002290;0316089699;2
0151002290;0312305060;2
0151002290;0312278586;2
0151002290;014029628X;2
0151002290;0060512822;2
0786861347;0060502258;2
0786861347;0140042598;2
0786861347;0099387913;2
0786861347;0070212570;2
0786861347;0064407667;2
0786861347;0061094129;2
0786861347;0061015725;2
0786861347;002542730X;2
0312952716;0375727345;2
0312952716;0385504209;2
0312952716;0394820371;2
0312952716;0345391055;2
0312925883;1558743669;2
0312925883;0679781587;2
0786889616;0316693006;2
0786889616;0345402871;2
0786889616;0446604844;2
0786889616;0060976845;2
0312244266;0312966091;2
0786808551;0439064864;2
0786808551;0439064872;2
0786808551;0439136350;2
0786808551;0425161722;2
0786808551;0440225701;2
0786808551;0345337662;2
0786808551;0345313860;2
0770422632;0140328696;2
0770422632;0060976845;2
0770422632;0060928336;2
0142003727;0671003755;2
0142003727;0671027360;2
0142003727;0679751521;2
0142003727;0684801523;2
0142003727;0688170528;2
0142003727;0385420161;2
0142003727;0375727345;2
0786868015;0743235150;2
0786868015;0743211375;2
0786868015;0786881852;2
0786868015;0439139597;2
0786868015;0399149155;2
0786868015;0394571029;2
0312925883;0451155750;2
0312925883;0452282152;2
0312925883;0446606812;2
0312925883;044651862X;2
0312925883;067164257X;2
0312925883;0671868691;2
0312925883;0671886665;2
039914563X;0553287346;2
0399145672;0451196716;2
0399145672;0553280341;2
0399145672;0553284789;2
0399145672;0553289691;2
0399145885;0439139597;2
0399145885;0345427637;2
0399145885;0439136350;2
0399145885;0439064864;2
0399145885;0142001740;2
0399145885;0375506276;2
0399145885;0425185710;2
0393312836;0441790348;2
0393312836;0441172717;2
0399145885;0671027360;2
0399145885;0679444815;2
0399145885;0767902513;2
0399142789;0670869902;2
0399142789;0743439740;2
0399142851;0316666343;2
0399142789;0971880107;2
0399142789;0345361792;2
0553578359;0743411250;2
0399145990;0743247612;2
0399145990;0743411323;2
0553578359;0743437640;2
0553578359;0515132268;2
0553578359;0515128554;2
0553578359;0743469801;2
0553578359;0515127833;2
0553578359;0515121843;2
0553578359;0440236061;2
059030271X;0553273914;2
059030271X;0743418174;2
059030271X;0590353403;2
0571081789;044021145X;2
059030271X;0553213180;2
059030271X;1558531025;2
059030271X;0971880107;2
059030271X;0920668372;2
059030271X;0804106304;2
0553813021;0062502182;2
0553813021;0060502258;2
0553813021;0060987103;2
0553813021;0060934719;2
0575400951;000649840X;2
0575400951;0330367358;2
0575400951;0091867770;2
0575400951;0060938455;2
0575400951;0060920084;2
0575400951;0380813815;2
0590112899;0099387913;2
0590112899;0446310786;2
0590112899;043935806X;2
0590112899;0385512104;2
0590112899;038542017X;2
0575400951;068484267X;2
0575400951;0679429220;2
0575400951;0743222229;2
0394281829;0140293248;2
0394281829;0142001740;2
0394281829;0312150601;2
0394404289;0440204887;2
0394281829;0312195516;2
0394281829;0452282152;2
0394281829;0385335482;2
0394281829;0385492081;2
0394281829;0440206154;2
0394281829;0440241073;2
0394404289;0380012863;2
0394404289;0385484518;2
0394404289;0399144463;2
0394404289;0439064864;2
0394404289;0439136350;2
0394404289;0439139597;2
0394404289;0316769487;2
0394404289;0140067477;2
055357695X;0345313860;2
055357695X;0316693251;2
0394571029;067172262X;2
0394571029;0743211383;2
0394571029;0743418174;2
0394571029;0786868015;2
0394571029;0786881852;2
0394758285;0060392452;2
0394571029;067102423X;2
0394758285;0393319296;2
0394758285;0156001314;2
0394571029;0451156609;2
0394571029;0451183665;2
0394758285;0141007338;2
0394758285;0385498721;2
0394758285;038549081X;2
0394758285;0385335482;2
0553582364;0061030430;2
0553582364;0451208765;2
0553582364;0446610038;2
0553582364;0553575104;2
0553582364;0385492081;2
0553582364;0385484518;2
0553582364;0380804697;2
0553582364;0345348109;2
0553582364;0451206525;2
0553582658;0316788228;2
0553582658;0312980159;2
0553582658;0312966970;2
0553582658;0312966091;2
0553582658;0446310786;2
0553582658;0440234743;2
039914675X;0312195516;2
039914739X;0743206045;2
039914739X;0312265867;2
039914739X;0312284683;2
039914739X;0399149155;2
039914739X;0399150897;2
039914739X;0553573209;2
039914739X;039914465X;2
039914739X;0385510438;2
039914739X;0316168688;2
039914675X;0684867621;2
039914675X;0684841185;2
039914465X;0425132048;2
039914465X;0425174271;2
039914465X;0425175405;2
039914465X;0425126064;2
039914465X;039914739X;2
039914465X;0451156609;2
0553575538;0515122491;2
0553575538;0515131229;2
0553575538;0451160525;2
0553575538;0449003795;2
0553575538;0425163385;2
0553575538;0440214041;2
0553575538;0553564528;2
0553575104;0061030643;2
0553575104;0140298479;2
0553575104;0553566040;2
0553575104;0451188489;2
0553575104;0553582364;2
0553575104;076790382X;2
0553560735;0380752859;2
0553560735;0345417623;2
0553560735;0345342968;2
0553560735;0345333926;2
0553560735;0316769487;2
0553560735;0060934417;2
0553560735;0425143325;2
0553560735;0451186362;2
0553560735;0451180232;2
0425130215;0451186362;2
0425130215;0671021001;2
0425130215;0679721037;2
0425130215;0804106304;2
0425130215;0441569595;2
0425130215;0441790348;2
0425130215;0446600253;2
0425130215;0439139600;2
0425151875;0451173139;2
0425151875;0553565915;2
0425151875;0345313860;2
0425151875;034538475X;2
0425151875;0425116840;2
0553562967;0375700757;2
0553562967;0345313151;2
0553562967;0345303067;2
0553562967;0316569321;2
0553562967;0312978367;2
039304016X;0812543262;2
039304016X;0743412028;2
039304016X;0679744398;2
039304016X;0345384466;2
039304016X;0425133516;2
039304016X;0553268880;2
0553813021;0515136530;2
0553813021;0515136379;2
0553813021;0515133302;2
0553813021;0515126489;2
0553582801;0425192725;2
0553582801;0425158616;2
0553582801;0385721420;2
0553582801;0385504209;2
0553582801;043935806X;2
0553584375;0553584510;2
0553584375;0553583468;2
0553584375;0553582526;2
0553584375;0553582143;2
0553584375;0553582135;2
0553584375;0425180638;2
0553584375;0425178765;2
0553584375;0399149155;2
0553584383;0061030635;2
0553584383;0061015725;2
0553584383;0062502182;2
0553584383;0821769367;2
0553584383;0451156609;2
0553584383;0440211727;2
0440220424;0380778556;2
0440220424;0385484518;2
0440220424;0385504209;2
0440220424;0060976845;2
0440220424;0375706771;2
0440220424;0060928336;2
0440220424;0060958022;2
0440217490;0451166892;2
0440217490;0451203593;2
0440217490;044021145X;2
0517122707;0385720955;2
0517122707;0385490445;2
0517122707;0385509510;2
0517122707;0385335881;2
0517122707;0375700757;2
0517122707;0374270325;2
0517122707;0374129983;2
0517122707;0316779237;2
0517580497;0671036505;2
0517580497;0804114986;2
0517580497;0786868716;2
0517580497;0743206029;2
0517580497;0517556278;2
0517580497;0452282152;2
0517580497;0449005615;2
0517580497;0446608955;2
0517580497;0446527785;2
0552143774;0425154092;2
0440213282;0440222656;2
0440213282;0440111811;2
0440213282;0440207622;2
0440213282;0440211727;2
0440213282;0440217547;2
0525946233;0316284955;2
0525945938;0679731148;2
0525945938;0670892963;2
0525945938;0670880728;2
0525946233;0060938455;2
0525946233;0060502258;2
0525946233;0060096195;2
0525946233;0064401847;2
0525946233;0064405842;2
0525946233;0312199430;2
0525946233;0312195516;2
0525945725;0609804138;2
0525945725;0525946233;2
0525945725;0316666343;2
0425167720;0142001740;2
0425167720;0312282990;2
0425167720;0312966970;2
0425167720;0316666343;2
0425167720;0316769487;2
0425169693;0060930535;2
0425169693;006101351X;2
0425169693;0141000198;2
0425169693;0060921145;2
0552143774;0156027321;2
0552143774;0345313860;2
0552143774;0345301110;2
0552143774;0316666343;2
0552143774;006019491X;2
0552143774;0060938455;2
0552143774;0060502258;2
0552143774;0312995423;2
0525945725;0441304834;2
0525945725;0385504209;2
044020562X;0060987103;2
044020562X;0060987529;2
044020562X;0140298479;2
044020562X;0316284955;2
044020562X;0345391055;2
044020562X;0345443284;2
044020562X;0375707972;2
044020562X;0440343194;2
044020562X;0440498058;2
0553212583;0070212570;2
0553212583;0142000205;2
0553212583;0140481389;2
0553212583;0140481346;2
0553212478;0842329242;2
0553212478;059035342X;2
0553212478;0439064864;2
0440108268;0553213148;2
0552996009;0552998001;2
0552996009;0552998486;2
0552996009;0552147680;2
0552996009;0552143774;2
0552996009;0552137030;2
0440108268;0345361792;2
0440108268;0425181464;2
0440108268;0439064872;2
0440108268;0439136369;2
0440108268;0440214041;2
0439425220;0515114693;2
0439425220;051512317X;2
0439425220;0805062971;2
0439425220;0786817070;2
0439425220;0515136530;2
0399141464;0380813815;2
0399141464;0380717018;2
0399141464;0425126064;2
0399141464;0425132048;2
0553580515;0345404319;2
0553580515;0345366239;2
0399141065;0425175405;2
0399141065;0440214041;2
0399141065;0440224764;2
0399141065;0440236738;2
0553580515;0312282990;2
0553580515;0064471047;2
0553580515;0061000027;2
0553580515;0060977493;2
0553580515;0345436911;2
0395977894;0451524934;2
0553580515;0671617028;2
0395977894;0767902521;2
0395977894;1400031346;2
0395977894;0679723161;2
0395977894;0671027360;2
0395977894;0449219461;2
0399141065;0440241073;2
0399141065;0446363251;2
0399141065;0446364193;2
0399141065;0743407083;2
0440111498;0312195516;2
0440111498;0425130215;2
0553213695;0060932139;2
0553213695;0060929871;2
0553213695;0156007754;2
0553213695;0441172717;2
0553213695;0440180295;2
0553213695;043935806X;2
0553213695;0452268060;2
0553213695;0553294385;2
0553213695;0553210092;2
0440178002;044661095X;2
0552999458;000649840X;2
0440178002;015100692X;2
0440178002;0156027321;2
0440178002;0316781010;2
0440178002;0060920084;2
0552999458;0330332775;2
0552998001;0552996009;2
0440178002;0553268937;2
0440178002;0553280368;2
0552998001;0552134627;2
0440178002;0553289411;2
0552998001;0552124753;2
0552998001;0451526341;2
0440131480;0380813815;2
0440131480;0060920084;2
0440131480;0140143505;2
0440131480;0316569321;2
0440131480;0345370775;2
0440131480;0060392452;2
0553096060;0064400557;2
0552999954;0552999458;2
0553096060;080411109X;2
0553096060;0679746048;2
0553096060;0671001795;2
0553096060;0786817070;2
0553099558;0345413903;2
0552999954;0141007338;2
0553096060;0060987103;2
0552999458;0552134627;2
0552999458;0552140295;2
0552999954;0330375253;2
0553096060;0060987561;2
0552999458;0552131059;2
0552999458;0971880107;2
0552999458;0552999954;2
0552999954;0330367358;2
0552999458;0345361792;2
0553099558;067976402X;2
0553099558;0449212602;2
0553099558;0786889020;2
0553099558;0553573616;2
0553148001;0425147622;2
0553148001;0399150897;2
0553148001;0385199570;2
0553148001;0345441036;2
0553148001;034538475X;2
0553148001;0345351525;2
0553148001;0440216745;2
0553148001;0345339681;2
0553096060;0440213525;2
0553096060;0451137965;2
0140265988;0449003787;2
0140265988;0449221482;2
0140265988;0552142379;2
0140265988;0553382179;2
0140265988;0671510053;2
0140265988;067164257X;2
0140265988;0767900383;2
0140265988;0743418174;2
0812551486;0812511816;2
0812551486;0679781587;2
0812551486;0380752859;2
0812565959;0451191145;2
0140265988;0312979479;2
0812550757;0671708635;2
0812565959;0553294385;2
0812550757;0060929871;2
0140265988;0385512104;2
0812565959;0060938455;2
0812543262;0345370775;2
0812543262;0385265700;2
081297106X;0156027321;2
081297106X;0316666343;2
081297106X;0312199430;2
081297106X;0142001805;2
0812971043;0802139256;2
0812971043;1592400876;2
0812969812;0345442822;2
0812969812;0312305060;2
0812969812;0312195516;2
0812969812;0786868716;2
0812969812;038079487X;2
0812969812;0743454529;2
0812969812;0679781587;2
0812969812;0142001740;2
0812969812;0375758992;2
0812969812;0380731851;2
0821769278;014025448X;2
0821769278;0440212561;2
0821769278;0515132020;2
0821769278;0515131229;2
0821769278;0385510438;2
0821769278;0385504209;2
0821769278;0373484003;2
0821769278;0449221482;2
0821769278;0446612790;2
0140282033;0375412530;2
0812509250;0380788624;2
0812509250;0380789019;2
0812509250;0446675059;2
0812509250;0441569595;2
0812509250;0441172717;2
0140296409;0142004235;2
0140296409;0151008116;2
0140296409;0156001314;2
0140296409;0156027321;2
0140296409;0312263120;2
0140296298;0786869216;2
0140296298;1565122968;2
0140296298;0671021001;2
0140296298;0375414053;2
0140296298;0380730138;2
0140296298;0385486804;2
0140296298;0446670251;2
0140296298;0316769487;2
0140296298;0345361792;2
0140374248;0670894605;2
0140374248;0920668372;2
014034294X;0061097314;2
0807083054;059035342X;2
0807083054;0553280341;2
0807083054;0671003755;2
014034294X;0064405842;2
0140345353;0060930535;2
0140345353;0440498058;2
0140345353;0440234743;2
0140345353;074343627X;2
0140345353;0671867091;2
0140345353;0060931418;2
0140345353;0374480095;2
0140345353;0375706771;2
0140345353;0380012863;2
0140345353;0380977788;2
0064400581;0679731725;2
006109868X;0060915544;2
006109868X;0060959037;2
006109868X;0385492081;2
006109868X;0399501487;2
0891075275;0553280341;2
0891075275;0553271636;2
0891075275;059035342X;2
0891075275;0446604844;2
0064400581;0440206154;2
0064400581;0440224675;2
0064400581;0446606812;2
0064400581;0446605239;2
0064400581;0399133143;2
0064400581;0140177396;2
0064400581;0380789035;2
0064400581;0385323638;2
1400033543;0316666343;2
1400033543;0312995423;2
1400033543;0446310786;2
1400033543;044023722X;2
1400033543;0440213525;2
1400033543;0439139600;2
1400033543;0312966091;2
0061098795;0345446666;2
0061098795;042510107X;2
0061098795;0345361792;2
0061098795;0345313860;2
0061098795;0671822209;2
0061098795;067976402X;2
0061098795;0743467523;2
0061098795;0061097861;2
0929634063;0061009059;2
0929634063;0140293248;2
0929634063;0156027321;2
0929634063;0385720106;2
0929634063;0385492081;2
0929634063;0385486804;2
0929634063;0385484518;2
0929634063;0380813815;2
0971263906;1576737330;2
0971263906;0684872153;2
0971263906;0671867091;2
0971263906;0671693816;2
0971263906;0425133540;2
0971263906;0446610038;2
0971263906;0345361792;2
0971263906;0446310786;2
1579546463;0440226430;2
1579546463;0440213290;2
1579546463;0451203895;2
1579546463;038549081X;2
1853260207;067697175X;2
1853260207;0385496095;2
1853260207;0385482388;2
1853260207;038542017X;2
1853260207;0385336179;2
1853260207;0380002930;2
1853260207;037582233X;2
1853260207;0679735909;2
0060914653;1573221937;2
1853261580;0061000027;2
1853261580;0099279274;2
1853261580;0156001314;2
1853261580;0141007338;2
1857022424;0440122090;2
1857022424;0425192725;2
1853261580;0345335465;2
1579546463;0312265867;2
1579546463;0156027321;2
1579546463;0312291639;2
1579546463;0142001430;2
1579546463;0316776963;2
0836218655;043935806X;2
0836218655;0452282152;2
0836218655;0446606812;2
0836218655;0375705856;2
0060927569;1573225789;2
0060927569;0671510053;2
0060927569;0679429220;2
0060927569;0671693816;2
0060927569;044651862X;2
0060932139;0553213695;2
0060932139;0553273914;2
0060932139;0679457313;2
0060932139;0671880314;2
0060934913;0786881852;2
0060934913;0767905180;2
0060934913;0805063889;2
0060934913;0671510053;2
0060934913;0679751521;2
0060934913;0553279912;2
0060936231;0060958022;2
0060936231;0064401847;2
0060936231;0156027321;2
0060936231;0312195516;2
0060936231;0140131558;2
1853260002;038531700X;2
1853260002;0312195516;2
1853260002;0385265700;2
1853260002;0385199570;2
1853260002;0385511612;2
1853260002;0345449347;2
1853260002;0385503822;2
0060830956;0684801221;2
0060830956;0425152251;2
0060830956;044021145X;2
0060830956;0446310786;2
0060830956;0446394521;2
0060830956;0553208845;2
0060830956;0553212478;2
0060830956;0553268449;2
0060830956;0671003755;2
0060830956;0684800713;2
0060740450;0679751521;2
1860492592;0451166582;2
1860492592;0060928336;2
1857022424;0684874350;2
1857022424;0670892963;2
1857022424;060980619X;2
1860492592;0767902521;2
1857022424;0767902521;2
1860492592;1857022424;2
1853260010;0316788228;2
1853260010;0316284955;2
1853260010;0312278586;2
1853260010;0552996181;2
1853260010;0552137030;2
1853260010;0552998486;2
1853260010;0345384466;2
1853260010;080410526X;2
1853260010;0749309423;2
0099800403;0425152251;2
0099800403;0440206154;2
0099800403;0446605239;2
0099800403;0375703055;2
0099800403;0156027321;2
0140071814;0060976845;2
0140071814;0312966091;2
0140071814;0749395990;2
0140071814;0749397543;2
0140071814;0552998486;2
0140071814;0767902521;2
0140071814;0446679364;2
0140071814;0552996181;2
0099800403;0452283442;2
0099727412;0451169530;2
0099727412;0552996009;2
0099727412;0345424719;2
0099727412;0156027321;2
0099800403;0552998486;2
0140092323;0345339738;2
0140092323;0316666343;2
0140092323;0316569321;2
0140092323;0140053204;2
0836221192;0679732411;2
0140092323;0440221595;2
0836221192;1558531025;2
0836221192;0811802981;2
0836221192;080410753X;2
0836221192;0804106304;2
0140092323;0451167716;2
0140092323;0451190521;2
0140092323;039914465X;2
0140092323;044021145X;2
0140092323;0440487617;2
0140132708;1400034779;2
0140131558;0099387913;2
0140132708;0749397543;2
0140132708;0786868716;2
0140131558;0060977493;2
0140131558;0060958022;2
0140131558;0060938455;2
0140131558;0156027321;2
0140131558;0151008116;2
0140131558;0786885688;2
